name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Усть-Каменогорск, Қазақстан",2019-12-01,-12,-24,-20.3,-12,-24,-20.3,-22.5,82.7,0,0,0,,0,16.1,10.1,3.6,18.9,1037.9,60.8,2.6,62.1,5.4,3,,2019-12-01T08:05:21,2019-12-01T16:31:03,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-02,-13,-24,-20.5,-13,-24,-20.5,-22.7,82,0,0,0,,0,16,19.8,3.8,22.1,1030,69.2,1.1,62.8,5.4,3,,2019-12-02T08:06:41,2019-12-02T16:30:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-03,-4,-23,-11.5,-4.9,-23,-13.2,-14.6,78.3,0,0,0,,0,16,26.3,18,116.2,1029.4,16.9,7.6,46.1,3.9,2,,2019-12-03T08:07:59,2019-12-03T16:29:59,0.21,Clear,Clear conditions throughout the day.,clear-day,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-04,0,-11,-5.1,0,-15.3,-6.7,-8.6,76.8,0,0,0,,0,16,24.5,10.8,46.3,1029.5,67.8,9.2,39.1,3.5,2,,2019-12-04T08:09:15,2019-12-04T16:29:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-05,3,-15,-7.9,1,-18.8,-9,-10.5,83.2,0.1,100,4.17,rain,0,15,28.8,14.4,87.3,1023.5,68.1,5.2,48.7,4.2,2,,2019-12-05T08:10:29,2019-12-05T16:29:06,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-06,5,-5,1,4,-9.2,-2.5,-2.6,78.6,6.5,100,50,"rain,snow",3.2,9.2,57.6,32.4,222.6,1021.9,77.2,8.3,11.5,1,1,,2019-12-06T08:11:42,2019-12-06T16:28:45,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-07,2,-10,-2.4,-2.9,-17.4,-8.4,-5.8,78.6,6.8,100,8.33,"rain,snow",7.5,12.9,68.4,28.8,175,1032,90.1,7.3,14,1.1,1,,2019-12-07T08:12:52,2019-12-07T16:28:26,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-08,3,0,1.3,-0.2,-4.3,-2.4,-4.8,64,2,100,8.33,"rain,snow",2.2,12.5,37.4,21.7,183.9,1029.7,75.1,9.4,17.1,1.4,1,,2019-12-08T08:14:00,2019-12-08T16:28:11,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-09,4,-13,-3.1,1.9,-13,-4.6,-5.6,83.7,0,0,0,,0,10.6,14,14.4,114.9,1027.5,33.6,8.5,31.3,2.7,2,,2019-12-09T08:15:06,2019-12-09T16:27:59,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"36197099999,UASK,36208099999,35067599999"
"Усть-Каменогорск, Қазақстан",2019-12-10,-7.9,-17,-13.6,-7.9,-19.9,-14,-15,89.3,0,0,0,snow,11,10.7,9.4,7.2,306,1025.5,42,1.9,46.7,3.9,2,,2019-12-10T08:16:10,2019-12-10T16:27:50,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"36197099999,UASK,36208099999,35067599999"
