name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Астана, Қазақстан",2009-12-01,-0.9,-1.9,-1.3,-3.6,-7.9,-6.2,-1.4,99.1,0,0,0,"rain,snow",0.6,0,,25.2,238.4,1027.9,100,4.1,,,,,2009-12-01T08:55:48,2009-12-01T17:10:28,0.47,Overcast,Cloudy skies throughout the day.,cloudy,35188099999
"Астана, Қазақстан",2009-12-02,-0.9,-6.9,-3,-2.9,-11.8,-6.9,-3.7,95.3,0,0,0,"rain,snow",1,0,,21.6,60.7,1034,97.1,6.5,,,,,2009-12-02T08:57:10,2009-12-02T17:09:52,0.5,Overcast,Cloudy skies throughout the day.,cloudy,35188099999
"Астана, Қазақстан",2009-12-03,-2.1,-8.9,-6.5,-4.9,-15.3,-11.5,-7.4,92.7,0,0,0,,0,0,,21.6,189.8,1031,44.3,6,,,,,2009-12-03T08:58:30,2009-12-03T17:09:20,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35188099999,remote"
"Астана, Қазақстан",2009-12-04,-1.9,-10.9,-5.7,-8.4,-18.1,-12.7,-6.7,92.8,0,0,0,snow,0.1,0,,36,223.5,1017.6,69.6,5.9,,,,,2009-12-04T08:59:48,2009-12-04T17:08:51,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-05,-1.9,-9.9,-3.7,-6.7,-16.5,-10.3,-4.3,95.5,0,0,0,"rain,snow",2.6,6.1,,32.4,251.5,1014.8,94.6,3,,,,,2009-12-05T09:01:05,2009-12-05T17:08:25,0.6,Overcast,Cloudy skies throughout the day.,cloudy,35188099999
"Астана, Қазақстан",2009-12-06,-12.9,-21.9,-17.7,-14.9,-29.9,-21.1,-18.9,90.3,0,0,0,,0,9.7,,14.4,338.4,1022.4,64.1,2.5,,,,,2009-12-06T09:02:19,2009-12-06T17:08:02,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-07,-18.9,-28.9,-24.1,-28.6,-41.1,-33.8,-26.3,82.3,0,0,0,,0,10,,21.6,39,1027.8,41.7,5.6,,,,,2009-12-07T09:03:30,2009-12-07T17:07:43,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-08,-21.9,-31.9,-27.7,-29.9,-39.7,-36,-30.1,80.1,0,0,0,snow,10,10,,14.4,233.1,1032,37.5,6,,,,,2009-12-08T09:04:40,2009-12-08T17:07:27,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-09,-18.9,-28.9,-24.4,-28.8,-39.9,-34.5,-26.5,82.5,0,0,0,,0,9.9,,21.6,200.2,1027.3,68.3,6.3,,,,,2009-12-09T09:05:47,2009-12-09T17:07:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-10,-14.9,-23.9,-17.9,-23.6,-33.7,-27.3,-19.6,86.2,0,0,0,snow,0.2,9.5,,25.2,242.4,1022.1,85.8,3.3,,,,,2009-12-10T09:06:52,2009-12-10T17:07:04,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-11,-22.9,-30.9,-27.5,-24.9,-41.1,-33.6,-29.9,79.9,0,0,0,snow,9,9,,14.4,206.2,1030.8,32,3.9,,,,,2009-12-11T09:07:54,2009-12-11T17:06:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-12,-19.9,-30.9,-26.6,-27.5,-40.7,-35.6,-29.1,78.7,0,0,0,,0,9,,18,211.9,1029.6,35,6.3,,,,,2009-12-12T09:08:53,2009-12-12T17:06:55,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-13,-18.9,-28.9,-25,-27.5,-38.6,-33.1,-27.3,80.9,0,0,0,,0,9,,14.4,181.2,1029.7,15.8,7.6,,,,,2009-12-13T09:09:50,2009-12-13T17:06:56,0.89,Clear,Clear conditions throughout the day.,clear-day,35188099999
"Астана, Қазақстан",2009-12-14,-9.9,-28.9,-17.7,-17.7,-36.2,-25.5,-19.6,85.5,0,0,0,,0,9,,25.2,162.7,1022.9,62.8,9.1,,,,,2009-12-14T09:10:44,2009-12-14T17:07:00,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-15,-1.9,-11.9,-5.4,-6.7,-17.9,-11.4,-7.4,85.9,0,0,0,,0,9,,25.2,172.6,1014.6,82.5,9.5,,,,,2009-12-15T09:11:36,2009-12-15T17:07:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,35188099999
"Астана, Қазақстан",2009-12-16,1.1,-19.9,-4.6,-5.3,-34.5,-13.5,-6,90.4,0,0,0,snow,0.2,8.6,,57.6,202.1,1009.4,98.8,5.7,,,,,2009-12-16T09:12:24,2009-12-16T17:07:18,0,Overcast,Cloudy skies throughout the day.,wind,35188099999
